datetime,carbon_intensity,cfe_pct,re_pct,region,temp_c,wind_speed,cloud_cover,solar_radiation,hour,day_of_week,month
2023-01-02 09:00:00,254.81,45.03,28.1,california,9.2,2.5,100,0.0,9,0,1
2023-01-02 10:00:00,258.92,43.92,26.42,california,8.9,2.7,100,0.0,10,0,1
2023-01-02 11:00:00,260.17,42.93,25.36,california,6.0,6.2,99,0.0,11,0,1
2023-01-02 12:00:00,257.63,42.75,25.36,california,8.9,1.8,100,0.0,12,0,1
2023-01-02 13:00:00,262.94,40.12,24.09,california,6.0,7.6,100,0.0,13,0,1
2023-01-02 14:00:00,266.37,38.98,23.64,california,6.1,10.0,100,0.0,14,0,1
2023-01-02 15:00:00,258.16,40.13,25.73,california,5.7,11.3,100,0.0,15,0,1
2023-01-02 16:00:00,202.62,53.16,39.96,california,6.1,7.9,100,9.0,16,0,1
2023-01-02 17:00:00,173.56,61.3,48.38,california,7.9,10.7,100,58.0,17,0,1
2023-01-02 18:00:00,169.11,62.17,49.03,california,9.6,12.4,100,105.0,18,0,1
2023-01-02 19:00:00,176.35,60.29,47.4,california,11.0,10.8,100,142.0,19,0,1
2023-01-02 20:00:00,185.12,58.86,45.44,california,10.5,15.7,100,105.0,20,0,1
2023-01-02 21:00:00,192.23,57.86,44.21,california,10.5,16.9,100,112.0,21,0,1
2023-01-02 22:00:00,214.01,52.0,38.42,california,10.3,16.5,100,91.0,22,0,1
2023-01-02 23:00:00,237.1,45.24,32.01,california,10.1,21.3,93,98.0,23,0,1
2023-01-03 00:00:00,256.64,40.31,27.82,california,10.2,20.8,100,69.0,0,1,1
2023-01-03 01:00:00,252.97,41.14,29.17,california,10.2,21.5,99,12.0,1,1,1
2023-01-03 02:00:00,249.97,41.72,29.51,california,9.9,23.5,100,0.0,2,1,1
2023-01-03 03:00:00,246.11,42.78,30.31,california,10.0,24.0,100,0.0,3,1,1
2023-01-03 04:00:00,239.29,44.95,31.95,california,9.9,28.1,100,0.0,4,1,1
2023-01-03 05:00:00,244.64,44.09,30.68,california,10.0,18.3,100,0.0,5,1,1
2023-01-03 06:00:00,255.12,42.3,28.0,california,9.9,14.5,100,0.0,6,1,1
2023-01-03 07:00:00,258.08,40.82,25.85,california,10.2,14.1,92,0.0,7,1,1
2023-01-03 08:00:00,257.78,40.71,25.68,california,10.4,14.4,76,0.0,8,1,1
2023-01-03 09:00:00,259.8,40.12,25.1,california,10.7,13.9,74,0.0,9,1,1
2023-01-03 10:00:00,259.94,40.04,25.24,california,10.6,14.1,77,0.0,10,1,1
2023-01-03 11:00:00,261.93,39.29,24.64,california,10.4,13.7,98,0.0,11,1,1
2023-01-03 12:00:00,260.56,39.44,24.64,california,9.9,9.9,100,0.0,12,1,1
2023-01-03 13:00:00,258.25,39.89,25.86,california,9.8,6.0,100,0.0,13,1,1
2023-01-03 14:00:00,252.4,41.08,27.75,california,9.6,4.6,98,0.0,14,1,1
2023-01-03 15:00:00,239.3,43.9,31.93,california,9.4,4.4,100,0.0,15,1,1
2023-01-03 16:00:00,200.38,53.08,43.12,california,9.9,3.1,94,12.0,16,1,1
2023-01-03 17:00:00,183.04,57.2,47.59,california,10.5,7.1,98,81.0,17,1,1
2023-01-03 18:00:00,180.35,57.86,48.35,california,12.2,14.0,87,236.0,18,1,1
2023-01-03 19:00:00,182.45,57.8,47.84,california,13.5,16.3,100,347.0,19,1,1
2023-01-03 20:00:00,181.2,57.65,47.62,california,14.8,15.3,100,431.0,20,1,1
2023-01-03 21:00:00,186.39,57.0,46.27,california,15.2,15.4,100,419.0,21,1,1
2023-01-03 22:00:00,196.38,55.11,43.9,california,14.9,12.0,100,355.0,22,1,1
2023-01-03 23:00:00,238.63,45.51,33.54,california,14.8,8.3,93,297.0,23,1,1
2023-01-04 00:00:00,261.13,39.8,28.08,california,13.6,5.9,100,169.0,0,2,1
2023-01-04 01:00:00,260.38,39.55,28.28,california,11.6,9.7,100,39.0,1,2,1
2023-01-04 02:00:00,259.1,39.74,28.46,california,10.2,6.7,100,0.0,2,2,1
2023-01-04 03:00:00,263.71,39.28,27.9,california,9.1,6.9,88,0.0,3,2,1
2023-01-04 04:00:00,261.89,40.46,28.72,california,10.1,4.1,100,0.0,4,2,1
2023-01-04 05:00:00,259.87,40.88,28.84,california,8.0,6.6,100,0.0,5,2,1
2023-01-04 06:00:00,271.72,38.39,25.74,california,7.7,9.3,100,0.0,6,2,1
2023-01-04 07:00:00,282.17,36.27,23.17,california,7.3,9.0,100,0.0,7,2,1
2023-01-04 08:00:00,280.74,36.76,23.31,california,8.0,10.0,100,0.0,8,2,1
2023-01-04 09:00:00,278.27,37.38,23.95,california,8.9,12.2,100,0.0,9,2,1
2023-01-04 10:00:00,274.33,37.8,24.26,california,9.6,12.5,100,0.0,10,2,1
2023-01-04 11:00:00,274.28,37.64,23.9,california,11.0,14.2,100,0.0,11,2,1
2023-01-04 12:00:00,277.0,36.73,23.15,california,11.5,15.8,100,0.0,12,2,1
2023-01-04 13:00:00,271.64,37.77,24.72,california,11.9,15.8,100,0.0,13,2,1
2023-01-04 14:00:00,265.95,39.13,26.63,california,11.9,19.1,100,0.0,14,2,1
2023-01-04 15:00:00,261.01,40.75,28.4,california,11.8,24.0,100,0.0,15,2,1
2023-01-04 16:00:00,248.9,43.54,31.99,california,12.3,26.7,100,2.0,16,2,1
2023-01-04 17:00:00,227.65,48.61,37.38,california,12.9,28.5,100,33.0,17,2,1
2023-01-04 18:00:00,211.45,52.11,41.12,california,12.9,30.9,100,53.0,18,2,1
2023-01-04 19:00:00,208.53,52.85,41.63,california,13.8,32.6,100,101.0,19,2,1
2023-01-04 20:00:00,217.72,50.77,39.2,california,14.4,31.1,100,61.0,20,2,1
2023-01-04 21:00:00,214.11,51.64,40.12,california,15.1,29.0,100,108.0,21,2,1
2023-01-04 22:00:00,213.47,51.82,40.08,california,14.9,29.1,100,66.0,22,2,1
2023-01-04 23:00:00,228.76,48.9,37.16,california,15.2,30.0,100,84.0,23,2,1
2023-01-05 00:00:00,239.93,45.9,34.13,california,15.2,28.3,100,87.0,0,3,1
2023-01-05 01:00:00,251.29,42.94,31.51,california,15.1,26.5,100,17.0,1,3,1
2023-01-05 02:00:00,260.66,40.9,29.21,california,14.4,21.7,100,0.0,2,3,1
2023-01-05 03:00:00,262.66,40.68,28.78,california,14.0,17.6,100,0.0,3,3,1
2023-01-05 04:00:00,268.83,39.91,27.87,california,14.4,27.5,100,0.0,4,3,1
2023-01-05 05:00:00,273.14,39.33,26.81,california,14.2,24.0,100,0.0,5,3,1
2023-01-05 06:00:00,272.82,39.65,26.54,california,13.5,16.6,91,0.0,6,3,1
2023-01-05 07:00:00,274.57,40.26,26.71,california,13.9,24.9,100,0.0,7,3,1
2023-01-05 08:00:00,273.75,39.1,26.46,california,13.4,23.9,100,0.0,8,3,1
2023-01-05 09:00:00,280.94,37.73,26.42,california,12.4,21.5,100,0.0,9,3,1
2023-01-05 10:00:00,296.9,34.34,24.3,california,12.3,19.5,96,0.0,10,3,1
2023-01-05 11:00:00,296.17,34.5,25.7,california,12.4,19.5,100,0.0,11,3,1
2023-01-05 12:00:00,299.54,32.4,25.44,california,12.9,17.1,98,0.0,12,3,1
2023-01-05 13:00:00,296.77,31.57,26.52,california,12.4,18.6,100,0.0,13,3,1
2023-01-05 14:00:00,285.67,32.9,28.81,california,11.6,18.6,100,0.0,14,3,1
2023-01-05 15:00:00,283.0,34.41,29.97,california,11.9,17.4,100,0.0,15,3,1
2023-01-05 16:00:00,277.98,36.17,31.79,california,11.6,14.8,100,6.0,16,3,1
2023-01-05 17:00:00,269.05,38.27,34.08,california,12.1,14.9,100,45.0,17,3,1
2023-01-05 18:00:00,256.05,41.09,37.16,california,12.3,14.0,100,50.0,18,3,1
2023-01-05 19:00:00,241.58,44.19,40.39,california,12.6,12.1,100,65.0,19,3,1
2023-01-05 20:00:00,247.73,42.56,38.7,california,12.7,6.8,100,78.0,20,3,1
2023-01-05 21:00:00,234.98,45.17,41.49,california,12.5,1.6,100,77.0,21,3,1
2023-01-05 22:00:00,232.95,45.03,41.3,california,12.2,8.6,100,113.0,22,3,1
2023-01-05 23:00:00,233.27,45.08,40.57,california,12.7,6.0,46,175.0,23,3,1
2023-01-06 00:00:00,242.65,43.27,36.89,california,12.1,8.9,51,144.0,0,4,1
2023-01-06 01:00:00,239.75,44.04,37.42,california,9.8,7.7,38,40.0,1,4,1
2023-01-06 02:00:00,239.61,44.35,37.7,california,10.6,12.4,45,0.0,2,4,1
2023-01-06 03:00:00,241.29,44.1,37.37,california,9.4,11.1,33,0.0,3,4,1
2023-01-06 04:00:00,247.83,42.72,35.87,california,9.2,12.3,13,0.0,4,4,1
2023-01-06 05:00:00,250.36,42.14,35.22,california,8.6,12.5,13,0.0,5,4,1
2023-01-06 06:00:00,249.35,43.05,35.67,california,8.1,12.2,55,0.0,6,4,1
2023-01-06 07:00:00,241.4,45.53,37.51,california,7.3,12.0,49,0.0,7,4,1
2023-01-06 08:00:00,255.67,41.6,33.59,california,7.2,11.7,87,0.0,8,4,1
2023-01-06 09:00:00,262.46,39.88,31.73,california,7.8,10.5,87,0.0,9,4,1
2023-01-06 10:00:00,272.47,37.41,29.33,california,7.4,10.7,99,0.0,10,4,1
2023-01-06 11:00:00,277.63,36.15,27.99,california,7.9,12.3,91,0.0,11,4,1
2023-01-06 12:00:00,278.11,36.1,27.92,california,9.0,12.5,100,0.0,12,4,1
2023-01-06 13:00:00,275.1,36.36,28.54,california,8.4,12.0,90,0.0,13,4,1
2023-01-06 14:00:00,256.38,41.11,33.47,california,6.2,9.4,35,0.0,14,4,1
2023-01-06 15:00:00,249.85,42.75,35.06,california,5.9,8.9,99,0.0,15,4,1
2023-01-06 16:00:00,215.34,50.72,43.84,california,7.3,9.5,96,13.0,16,4,1
2023-01-06 17:00:00,180.86,59.16,52.43,california,10.4,10.4,98,97.0,17,4,1
2023-01-06 18:00:00,172.69,60.88,54.21,california,12.9,12.1,99,235.0,18,4,1
2023-01-06 19:00:00,177.84,59.75,52.91,california,14.6,15.1,100,347.0,19,4,1
2023-01-06 20:00:00,172.54,60.78,54.2,california,15.4,15.1,100,412.0,20,4,1
2023-01-06 21:00:00,171.89,60.75,54.26,california,16.0,15.8,100,450.0,21,4,1
2023-01-06 22:00:00,172.28,60.35,54.12,california,16.5,14.8,100,393.0,22,4,1
2023-01-06 23:00:00,195.71,55.02,48.08,california,16.4,14.0,100,260.0,23,4,1
2023-01-07 00:00:00,244.74,43.9,35.56,california,15.1,4.9,100,144.0,0,5,1
2023-01-07 01:00:00,257.61,40.61,32.11,california,13.5,9.0,100,42.0,1,5,1
2023-01-07 02:00:00,256.12,40.73,31.81,california,11.6,10.0,100,0.0,2,5,1
2023-01-07 03:00:00,256.97,40.61,31.07,california,10.6,9.7,100,0.0,3,5,1
2023-01-07 04:00:00,255.31,41.11,31.18,california,10.5,11.5,100,0.0,4,5,1
2023-01-07 05:00:00,258.69,40.73,30.45,california,10.7,13.6,100,0.0,5,5,1
2023-01-07 06:00:00,268.34,38.61,28.22,california,11.2,15.4,100,0.0,6,5,1
2023-01-07 07:00:00,273.04,38.23,27.41,california,10.9,12.4,100,0.0,7,5,1
2023-01-07 08:00:00,272.27,39.2,27.9,california,10.8,12.0,100,0.0,8,5,1
2023-01-07 09:00:00,279.15,37.37,25.76,california,11.1,14.5,100,0.0,9,5,1
2023-01-07 10:00:00,282.51,36.89,24.74,california,11.4,15.9,100,0.0,10,5,1
2023-01-07 11:00:00,277.7,37.53,25.44,california,11.6,16.1,100,0.0,11,5,1
2023-01-07 12:00:00,277.97,36.68,24.9,california,11.4,13.2,100,0.0,12,5,1
2023-01-07 13:00:00,269.29,38.6,27.29,california,11.4,12.1,100,0.0,13,5,1
2023-01-07 14:00:00,263.93,39.78,28.92,california,11.5,14.5,100,0.0,14,5,1
2023-01-07 15:00:00,250.03,42.84,31.96,california,11.1,12.8,100,0.0,15,5,1
2023-01-07 16:00:00,209.07,52.01,41.68,california,11.4,14.8,100,3.0,16,5,1
2023-01-07 17:00:00,197.9,54.8,43.97,california,11.6,11.6,100,26.0,17,5,1
2023-01-07 18:00:00,196.23,54.77,43.77,california,12.8,15.8,100,63.0,18,5,1
2023-01-07 19:00:00,192.7,55.55,43.95,california,14.1,21.6,100,110.0,19,5,1
2023-01-07 20:00:00,193.71,55.04,43.38,california,14.4,18.1,100,143.0,20,5,1
2023-01-07 21:00:00,189.76,56.13,43.88,california,14.9,19.4,100,144.0,21,5,1
2023-01-07 22:00:00,204.44,52.86,39.9,california,14.3,19.9,100,109.0,22,5,1
2023-01-07 23:00:00,213.77,50.63,37.53,california,14.4,23.3,100,146.0,23,5,1
2023-01-08 00:00:00,242.63,43.63,29.94,california,12.9,14.5,100,136.0,0,6,1
2023-01-08 01:00:00,247.8,42.36,29.24,california,12.4,24.7,100,4.0,1,6,1
2023-01-08 02:00:00,243.43,43.52,30.39,california,12.1,28.0,100,0.0,2,6,1
2023-01-08 03:00:00,244.29,43.65,30.42,california,12.2,26.0,100,0.0,3,6,1
2023-01-08 04:00:00,249.81,42.54,29.21,california,12.1,25.4,100,0.0,4,6,1
2023-01-08 05:00:00,253.48,41.88,28.25,california,12.3,26.6,100,0.0,5,6,1
2023-01-08 06:00:00,262.68,39.54,25.69,california,12.4,29.1,100,0.0,6,6,1
2023-01-08 07:00:00,262.63,40.25,26.07,california,12.4,25.0,100,0.0,7,6,1
2023-01-08 08:00:00,262.76,40.01,25.58,california,12.1,23.6,100,0.0,8,6,1
2023-01-08 09:00:00,252.58,43.88,28.62,california,11.9,22.9,100,0.0,9,6,1
2023-01-08 10:00:00,252.18,45.22,29.44,california,11.6,19.5,100,0.0,10,6,1
2023-01-08 11:00:00,251.0,45.91,29.69,california,11.8,15.8,100,0.0,11,6,1
2023-01-08 12:00:00,250.22,45.96,29.59,california,12.2,11.2,100,0.0,12,6,1
2023-01-08 13:00:00,243.96,47.33,31.46,california,12.5,16.0,100,0.0,13,6,1
2023-01-08 14:00:00,239.27,48.01,32.36,california,11.9,18.3,44,0.0,14,6,1
2023-01-08 15:00:00,228.61,49.99,34.84,california,11.6,15.8,87,0.0,15,6,1
2023-01-08 16:00:00,196.34,57.17,42.38,california,11.8,13.5,22,9.0,16,6,1
2023-01-08 17:00:00,167.17,64.1,50.13,california,12.6,11.4,61,72.0,17,6,1
2023-01-08 18:00:00,157.05,65.71,52.53,california,13.7,13.1,71,187.0,18,6,1
2023-01-08 19:00:00,151.29,66.52,53.92,california,14.8,16.6,100,306.0,19,6,1
2023-01-08 20:00:00,144.11,67.97,55.39,california,15.6,15.3,76,379.0,20,6,1
2023-01-08 21:00:00,146.09,67.72,55.01,california,16.6,13.8,83,429.0,21,6,1
2023-01-08 22:00:00,154.97,65.91,52.64,california,17.4,14.3,99,460.0,22,6,1
2023-01-08 23:00:00,182.7,60.04,45.88,california,17.4,14.1,100,287.0,23,6,1
2023-01-09 00:00:00,226.88,48.98,34.83,california,15.9,12.1,100,130.0,0,0,1
2023-01-09 01:00:00,233.72,47.2,33.84,california,14.6,10.9,100,18.0,1,0,1
2023-01-09 02:00:00,240.42,45.68,32.5,california,13.5,8.8,100,0.0,2,0,1
2023-01-09 03:00:00,244.46,44.45,31.27,california,13.2,13.4,100,0.0,3,0,1
2023-01-09 04:00:00,249.15,43.63,30.29,california,13.0,14.0,100,0.0,4,0,1
2023-01-09 05:00:00,250.95,43.29,29.52,california,13.2,19.1,100,0.0,5,0,1
2023-01-09 06:00:00,248.18,44.36,29.93,california,14.1,24.2,100,0.0,6,0,1
2023-01-09 07:00:00,236.05,47.75,32.69,california,14.4,25.0,100,0.0,7,0,1
2023-01-09 08:00:00,239.47,47.18,31.86,california,14.6,31.2,100,0.0,8,0,1
2023-01-09 09:00:00,243.63,46.0,30.79,california,14.7,32.4,100,0.0,9,0,1
2023-01-09 10:00:00,250.91,44.22,29.39,california,14.7,32.8,100,0.0,10,0,1
2023-01-09 11:00:00,249.48,44.24,29.66,california,14.9,30.1,100,0.0,11,0,1
2023-01-09 12:00:00,245.71,44.57,30.46,california,14.2,20.4,100,0.0,12,0,1
2023-01-09 13:00:00,243.74,44.41,30.93,california,14.4,18.9,100,0.0,13,0,1
2023-01-09 14:00:00,246.48,42.71,30.21,california,14.4,10.8,100,0.0,14,0,1
2023-01-09 15:00:00,246.6,42.96,30.51,california,14.3,12.8,100,0.0,15,0,1
2023-01-09 16:00:00,241.01,44.23,31.95,california,14.1,8.2,100,1.0,16,0,1
2023-01-09 17:00:00,231.92,46.32,34.45,california,15.4,1.0,100,7.0,17,0,1
2023-01-09 18:00:00,225.78,47.8,36.15,california,14.1,4.6,100,24.0,18,0,1
2023-01-09 19:00:00,218.53,49.35,38.21,california,14.7,8.2,100,85.0,19,0,1
2023-01-09 20:00:00,216.11,49.86,38.39,california,14.6,6.1,100,223.0,20,0,1
2023-01-09 21:00:00,223.77,48.17,36.48,california,14.6,1.1,100,188.0,21,0,1
2023-01-09 22:00:00,233.34,46.34,34.03,california,15.6,1.6,100,370.0,22,0,1
2023-01-09 23:00:00,245.91,43.11,31.08,california,15.4,1.5,100,206.0,23,0,1
2023-01-10 00:00:00,250.14,41.77,29.66,california,14.9,5.4,100,121.0,0,1,1
2023-01-10 01:00:00,244.89,43.11,31.27,california,13.3,5.0,100,37.0,1,1,1
2023-01-10 02:00:00,242.45,43.68,31.87,california,14.2,2.1,8,0.0,2,1,1
2023-01-10 03:00:00,237.62,45.28,33.42,california,13.4,3.4,0,0.0,3,1,1
2023-01-10 04:00:00,242.99,44.35,32.23,california,9.2,8.9,0,0.0,4,1,1
2023-01-10 05:00:00,243.19,44.51,32.27,california,9.3,11.5,60,0.0,5,1,1
2023-01-10 06:00:00,238.62,45.71,32.83,california,10.9,13.0,100,0.0,6,1,1
2023-01-10 07:00:00,237.86,46.3,32.81,california,12.7,18.9,100,0.0,7,1,1
2023-01-10 08:00:00,245.9,44.75,30.93,california,13.3,22.7,100,0.0,8,1,1
2023-01-10 09:00:00,241.36,46.39,32.02,california,13.3,24.2,100,0.0,9,1,1
2023-01-10 10:00:00,235.25,47.9,33.61,california,13.1,20.0,100,0.0,10,1,1
2023-01-10 11:00:00,224.34,50.2,36.05,california,13.1,34.8,100,0.0,11,1,1
2023-01-10 12:00:00,224.27,49.79,36.04,california,12.4,19.7,97,0.0,12,1,1
2023-01-10 13:00:00,229.64,47.82,34.77,california,12.4,23.7,81,0.0,13,1,1
2023-01-10 14:00:00,230.21,46.92,34.55,california,11.1,14.9,100,0.0,14,1,1
2023-01-10 15:00:00,229.01,47.66,35.87,california,10.6,12.8,100,0.0,15,1,1
2023-01-10 16:00:00,197.48,54.42,43.81,california,10.9,15.4,100,3.0,16,1,1
2023-01-10 17:00:00,175.28,59.7,49.41,california,11.0,13.1,100,62.0,17,1,1
2023-01-10 18:00:00,164.5,62.83,52.11,california,11.4,10.1,100,86.0,18,1,1
2023-01-10 19:00:00,160.84,63.8,53.03,california,11.4,8.0,100,95.0,19,1,1
2023-01-10 20:00:00,157.98,64.09,53.82,california,11.8,9.5,100,204.0,20,1,1
2023-01-10 21:00:00,161.82,63.14,52.48,california,11.6,11.0,97,174.0,21,1,1
2023-01-10 22:00:00,160.11,63.46,52.49,california,11.8,8.7,81,127.0,22,1,1
2023-01-10 23:00:00,182.86,58.53,46.9,california,12.2,8.9,45,240.0,23,1,1
2023-01-11 00:00:00,219.47,49.69,37.37,california,11.6,12.1,39,150.0,0,2,1
2023-01-11 01:00:00,227.55,47.63,35.73,california,11.2,16.0,42,55.0,1,2,1
2023-01-11 02:00:00,232.66,46.51,34.81,california,9.9,10.9,56,0.0,2,2,1
2023-01-11 03:00:00,242.64,44.34,32.66,california,10.2,12.3,51,0.0,3,2,1
2023-01-11 04:00:00,247.52,43.63,31.95,california,9.9,14.8,49,0.0,4,2,1
2023-01-11 05:00:00,244.63,44.6,32.41,california,9.8,15.4,96,0.0,5,2,1
2023-01-11 06:00:00,248.0,44.37,31.35,california,9.5,15.1,100,0.0,6,2,1
2023-01-11 07:00:00,251.1,44.07,30.34,california,9.4,16.5,99,0.0,7,2,1
2023-01-11 08:00:00,249.4,44.64,30.36,california,9.3,16.9,100,0.0,8,2,1
2023-01-11 09:00:00,245.85,46.02,31.13,california,9.4,16.6,100,0.0,9,2,1
2023-01-11 10:00:00,248.15,45.51,30.67,california,9.1,14.9,100,0.0,10,2,1
2023-01-11 11:00:00,254.13,44.02,29.17,california,9.9,15.7,100,0.0,11,2,1
2023-01-11 12:00:00,258.07,42.44,28.13,california,10.7,14.5,100,0.0,12,2,1
2023-01-11 13:00:00,259.09,40.88,27.75,california,11.1,14.8,100,0.0,13,2,1
2023-01-11 14:00:00,255.84,41.19,28.77,california,11.1,14.8,100,0.0,14,2,1
2023-01-11 15:00:00,243.99,44.19,31.87,california,11.1,19.2,100,0.0,15,2,1
2023-01-11 16:00:00,219.95,50.18,38.18,california,11.2,21.4,100,2.0,16,2,1
2023-01-11 17:00:00,200.86,54.57,43.06,california,11.6,25.0,100,25.0,17,2,1
2023-01-11 18:00:00,191.16,57.06,45.19,california,12.4,26.7,100,72.0,18,2,1
2023-01-11 19:00:00,191.51,57.26,45.06,california,13.1,25.9,100,103.0,19,2,1
2023-01-11 20:00:00,192.82,56.92,44.73,california,13.8,24.7,100,137.0,20,2,1
2023-01-11 21:00:00,196.14,56.32,43.98,california,13.9,23.0,100,70.0,21,2,1
2023-01-11 22:00:00,205.35,54.22,42.1,california,14.5,21.9,100,102.0,22,2,1
2023-01-11 23:00:00,222.75,50.28,38.2,california,14.5,21.6,100,76.0,23,2,1
2023-01-12 00:00:00,245.78,44.27,32.21,california,13.4,17.1,100,28.0,0,3,1
2023-01-12 01:00:00,243.6,44.33,32.69,california,13.4,20.0,100,7.0,1,3,1
2023-01-12 02:00:00,244.5,44.13,32.54,california,13.3,20.8,100,0.0,2,3,1
2023-01-12 03:00:00,246.87,43.9,32.25,california,13.4,19.3,100,0.0,3,3,1
2023-01-12 04:00:00,248.56,44.12,32.28,california,13.2,19.0,100,0.0,4,3,1
2023-01-12 05:00:00,253.41,42.91,30.9,california,13.2,19.2,100,0.0,5,3,1
2023-01-12 06:00:00,254.47,42.92,30.2,california,13.6,17.9,100,0.0,6,3,1
2023-01-12 07:00:00,254.15,43.69,30.01,california,13.8,20.1,100,0.0,7,3,1
2023-01-12 08:00:00,260.14,43.29,29.28,california,13.8,20.6,100,0.0,8,3,1
2023-01-12 09:00:00,254.47,44.48,30.1,california,13.6,18.8,100,0.0,9,3,1
2023-01-12 10:00:00,254.36,44.11,29.68,california,13.2,17.9,100,0.0,10,3,1
2023-01-12 11:00:00,262.14,41.84,27.56,california,12.9,16.7,100,0.0,11,3,1
2023-01-12 12:00:00,266.88,40.05,26.0,california,12.4,13.5,100,0.0,12,3,1
2023-01-12 13:00:00,256.32,41.63,28.56,california,11.9,13.2,100,0.0,13,3,1
2023-01-12 14:00:00,241.88,44.46,32.19,california,11.8,12.3,100,0.0,14,3,1
2023-01-12 15:00:00,231.41,47.69,35.35,california,11.8,13.5,100,0.0,15,3,1
2023-01-12 16:00:00,193.97,56.56,44.68,california,12.4,13.0,100,11.0,16,3,1
2023-01-12 17:00:00,173.05,61.5,49.72,california,14.3,10.8,100,100.0,17,3,1
2023-01-12 18:00:00,166.09,62.73,50.89,california,16.3,8.3,100,228.0,18,3,1
2023-01-12 19:00:00,161.26,63.43,51.86,california,17.9,12.7,100,329.0,19,3,1
2023-01-12 20:00:00,167.34,61.96,50.05,california,19.0,16.3,100,462.0,20,3,1
2023-01-12 21:00:00,177.38,59.96,46.95,california,19.5,15.2,100,460.0,21,3,1
2023-01-12 22:00:00,177.36,60.35,46.63,california,19.1,12.1,100,389.0,22,3,1
2023-01-12 23:00:00,211.7,52.5,38.76,california,18.1,9.7,100,281.0,23,3,1
2023-01-13 00:00:00,239.95,45.21,31.86,california,17.9,8.2,100,189.0,0,4,1
2023-01-13 01:00:00,247.67,43.63,30.91,california,15.8,9.4,100,48.0,1,4,1
2023-01-13 02:00:00,244.57,44.43,31.66,california,14.0,10.6,98,0.0,2,4,1
2023-01-13 03:00:00,244.44,44.37,31.72,california,12.2,8.9,68,0.0,3,4,1
2023-01-13 04:00:00,251.07,43.27,30.45,california,11.9,12.0,100,0.0,4,4,1
2023-01-13 05:00:00,256.16,42.67,29.25,california,11.9,12.3,100,0.0,5,4,1
2023-01-13 06:00:00,264.36,41.01,26.78,california,12.4,14.6,100,0.0,6,4,1
